t_pre,t_test,t_train,t_CAV,t_HDV_pre,t_HDV_test,CAV_advantage,Effect_of_change,Effect_of_remaining,avg_speed_pre,avg_speed_test,avg_mileage_pre,avg_mileage_test,winrate,cost_of_learning,cost_of_learning_humans,cost_of_learning_CAVs,avg_time_lost,avg_human_time_lost,avg_CAV_time_lost,diff_sumo_routerl
4.816974235104669,4.728083735909823,4.776352917337628,4.654162640901772,4.764830917874395,4.7773644659151895,1.0264713192295203,1.0237783432835044,0.9973764722934126,29.887200000000007,30.0762,2.3362689999999997,2.30929,1.0,3.8588727858293073,3.7836017176596886,3.971779388083736,-245.50571658615146,0.008151152982632573,-0.11418093071404496,-0.002024154589378213
